uuid,Team,room,name,iteration,duration_ms,favorite,session,notes,prompt,intention,customTags,bodyTags
26174be5-7152-4ebe-8953-7e5f23a5f8c2,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa22,flying_in_the_sky_v2,1,7800,0,2,"important to actually move arms with the vibration patterns to simulate fluidity of movement
using a little bit of overlap generally achieves a more believable feeling of fluidity in tactons vs. very abrupt pattern with breaks in between",flying in the sky,"simulating ascend into the sky, start on lower intensity, short flaps with inner (upper arm) wings, then power off with outer wings (lower forearm), gradually up intensity of vibrations to achieve feeling of fighting against gravity, stronger winds, lifting off, gaining momentum, thrust",-,"left upper arm,left forearm,right upper arm,right forearm"
7668e50d-ae2b-41a2-9ad7-580866a27b27,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,16 applying a bandage,1,3558,0,3,-,-,-,-,-
48762557-4a8e-45bf-92ea-1db08dc1c825,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,16 apply bandage,1,3503,0,3,wrap around actuators around left forearm. with one starting in the middle inside underneath the wrist and working its way around in the direction of the little finger.,-,creating the experience of a rap around bandage and have a repeating circular motion around the forearm. the pressure (vibration) is higher in the beginning when placing the first bit of the bandage and then increases over the three raps.,-,left forearm
62a1f77d-1956-474e-9619-450389f06cf2,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,2sliding down,1,3533,0,3,-,-,-,-,-
6400483a-cc77-4c0f-a741-116485e8b33b,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,2sliding down,2,6412,1,3,"actuators are placed on the inside and outside of each top of foot in the direction of the ankle. 1: left foot little toe side, 2: left foot big toe side, 3 right foot big toe side, 4 right foot little toe side",sliding_down,"continous skying like experience with both legs in the sand, but on variying intensity between each foot. constant resistance of the sand is felt.","leftTopof Foot,rightTopofFoot",-
81a8cc5b-089f-43c9-bda6-2e0c837540f8,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,5jumpingclouds,1,8793,0,3,-,-,-,-,-
3c9457b0-881d-4d34-a332-27729acb232a,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,5jumpingclouds,2,7028,0,3,-,-,-,-,-
fe9d7aa5-ac5d-4812-b941-9eb8ff7f8b1e,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,5jumpingclouds,3,7028,1,3,"actuators on top of feet, left and right, each two.",jumping on clouds,both feet simultaneously. higher intensity on clouds than mid air,"leftTopof Foot,rightTopofFoot",-
3e3d8966-ca88-4e75-a98f-305f04316180,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,t2_t3_petting_a_dog,1,8218,1,4,we weren't able to explore the ease in and ease out effect because it is hard to change the amplitude. we also wanted to explore in the leg or on the side of the upper torso.,petting a dog,"we designed the tactons from the dog perspective. we placed the actuators in line starting with the actuator 1 near the shoulder, the 2 in the middle, 3 on the wrist and 4 on the hand. the pattern is divided in  to two sections, the first one is similuating when the human character is tapping on the dog leg and the second part when the character is sliing his hand along the dog's leg",-,"right forearm,right hand,right upper arm"
b93ab479-77f1-47e2-ad9b-34f9838e6237,2,4ec34f34-97f9-44b5-bc53-1a321aaaaa21,t2_t3_petting_dog_v1,1,6541,0,4,"still a bit too abrupt but overall the placement feels more fitting, smaller area on not so sensitive area of the upper shoulder",petting a dog,"we wanted to simulate being the dog as well, but the placement should have been more on the shoulder instead of the whole arm. this way it feels more like a area pat on the dog's flanks and some scratching of the fur. the patting motion is conveyed through all actuators simultaneously while the first strokes ""move"" over the shoulder from front to back",-,right shoulder
70a67cca-f279-4508-bafd-bcb6277aa2a2,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,team_1,1,3494,0,1,-,-,-,-,-
8db86b6b-fbb9-4b18-8a25-55a68122e69e,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,team_1,2,5716,0,1,-,-,-,-,-
ff4ca6dc-363a-4a9a-a33b-d011a42766aa,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,team_1,3,1047,0,1,-,-,-,-,-
d5325449-dc32-415d-95fa-0d8a9d873d23,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,promt2,1,3123,0,1,-,-,-,-,-
3a8b9128-489f-41af-bfd5-af52e4552b67,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,promt2,2,2921,0,1,-,-,-,-,-
c2ad8e5b-e022-4d49-971c-ce516ade3fcf,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,drinking,3,9617,0,1,-,-,-,-,-
31718d64-cbf3-400d-88a5-ff5660ddbffc,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,drinking,4,9617,0,1,-,-,-,-,-
63a6e6ad-6649-4ec0-a3c1-841c31897668,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,drinking,5,9931,0,1,-,-,-,-,-
a9f5cf9c-e41d-4554-9787-0cf5b3fcefc8,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,drinking,6,9474,0,1,-,-,-,-,-
c914d6f2-dbd5-4f3f-8f4d-4ef0822b87fa,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,drinking,7,9716,0,1,-,-,-,-,-
040ea115-7e08-42eb-818e-8314a4c637a0,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,drinking,8,2654,0,1,-,-,-,-,-
bd57b707-b221-4701-94a9-0990f1c1ab78,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,eating,1,1865,0,1,-,-,-,-,-
4958b3d0-41fe-4307-8656-5ddd8738df23,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,drinking,9,4543,0,1,-,-,-,-,-
eed985d4-76fe-416d-ae81-4ca28c3a044d,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,petting a dog,1,3871,0,2,-,petting a dog,I wanted to create first a small petting and than 3 short strong pettings,-,-
f48d90f3-d3a7-47d9-ab2d-f09e67fc01f9,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa12,Anchor,1,6442,0,2,"three actuators (palm too small for the 4th), the middle one glued with tape",raising an anchor,A certain rhythm that the wheel is being pushed and the resulting feeling on the palm,palm,left hand
867e39a0-e9fb-4b6e-bd40-9d0f581080b7,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,Anchor 2,1,3594,0,2,-,-,-,-,-
1d1daf72-a3f1-4a9c-a995-9190a70edc3a,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,spaceship control,1,4280,0,2,"backside of hands, maybe place a 4th actuator in palm",spaceship landing control,the rhythm of docking and bumping from the ground,-,left hand
46d13134-ecaa-4b14-94e7-f37cdfb9bfd6,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,cloud jumping,1,2336,0,2,-,-,-,-,-
71af1c44-5255-4884-9a3c-6d2b5556f774,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,cloud jumping,2,1441,0,2,-,-,-,-,-
c51d6e3e-7320-4697-8869-eafacb8595ca,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,cloud jumping,3,1734,0,2,-,-,-,-,-
f7167f64-53cd-4b4a-a87c-2464bc9c95a1,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,cloud jumping,4,1942,0,2,"next steps: improve timing precision, intensity developments from lower arm to hand actuator, what if actuators placed on muscle groups used to jump? (but/ calf), placement on foot (one more? where do you feel most/ best?)",jumping on clouds,"highlighting the jumping moment starting from the foot and adding the arms like when one is jumping in real life, the arms are lifted up to gain momentum, placement: on foot (sole) and 3 actuators on forearm",-,"left forearm,left lower leg"
195b287f-ed96-4651-bdf0-ff494af7b830,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,1,6170,0,3,-,-,-,-,-
ac4e14e6-42dd-4385-bde1-a3100d9d6cf1,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,2,1676,0,3,-,-,-,-,-
28ebb8c1-5742-414c-86a9-ca4e82223e83,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,3,1399,0,3,-,-,-,-,-
38e7cf6f-c255-4df2-b75b-1c54e4ebd460,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,4,1236,0,3,-,-,-,-,-
0741a945-75b4-449a-836c-9fb8491bb8ba,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,5,1743,0,3,-,-,-,-,-
af87a753-59bb-42ae-bff7-b1df6580a904,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,6,7199,1,3,try faster movement,using a powerwash,"same os powerwash #9, but with an initial ""loading"" cycle",palm,"right forearm,right hand"
f130560d-0b0e-488f-8180-f8cb769f80ca,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,7,6633,0,3,-,-,-,-,-
55eaf1f2-dd21-4032-9d91-28be1e997655,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,8,5738,0,3,-,-,-,-,-
9dcb8263-95b3-4bce-a6ec-2833b85a8a8c,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,9,2798,1,3,"three actuators places on the forearm (no 1 closest to the ellbow), one actuator placed on the palm near the bottom of the thumb, the actuators are placed in a zick-zack pattern and not in a straight line to resemble the power washer going back and forth",using a powerwash,"showcase the water running through the device, taking the forearm as a reference resembling the pipe.",palm,"right forearm,right hand"
24ffc675-ba85-4697-b3e7-3881f558e429,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,using a powerwash,10,2798,0,3,-,-,-,-,-
be0ba339-31fa-481f-afa3-8b5566c83194,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,1,766,0,3,-,-,-,-,-
248766d5-2937-4eb7-90f2-9b267a287870,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,2,810,0,3,-,-,-,-,-
940dd00f-4972-4035-bf73-00d565b117e5,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,3,9960,0,3,-,-,-,-,-
1ae6be7d-5107-46f9-9e76-0a01c919147c,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,4,10002,0,3,-,-,-,-,-
63f15829-e8bc-4bd7-8830-9069cdbd3be4,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,5,10002,0,3,-,-,-,-,-
dec1a6ec-219a-4c0b-a7d6-a7946c6fcd63,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,6,10002,0,3,-,-,-,-,-
42ac74fa-6c8b-44e5-b709-8410d923c0e2,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,7,9458,0,3,-,-,-,-,-
947f54d5-62dd-4fa0-8c50-6f8f3649a714,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,8,10002,0,3,-,-,-,-,-
d0f79f0e-597c-4314-b2da-a503f729045a,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,9,165,0,3,-,-,-,-,-
bd110051-b569-41b1-8871-e74ddf6d2e34,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,10,173,0,3,-,-,-,-,-
c69afd7b-4d14-4f24-8b09-1c6baa9eda15,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,11,9773,0,3,-,-,-,-,-
e23ab370-e030-489f-8592-e494cd9fa086,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,12,10000,0,3,-,-,-,-,-
f95484f1-8ab2-4661-98e5-588dce9a5cbc,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,13,9904,0,3,-,-,-,-,-
ca2c3f2c-697d-4cf9-bd2b-a3b6b7f5a1fd,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,14,3497,0,3,-,-,-,-,-
05fcdc00-f41e-4a3c-996a-1cbb03ae1953,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,15,3480,0,3,-,-,-,-,-
13066a3f-bf26-4d6d-a186-e28ffcbe272f,1,4ec34f34-97f9-44b5-bc53-1a321aaaaa11,time is runnung,16,8525,1,3,we found that the change between both hands with iterating a tackt works very well.,time is running out,"we wanted to have a signal that increses the stress level, by getting faster and decrease.",-,"right upper arm,right forearm,left upper arm,left forearm"
